"Yr","Mo","Day","Date","Hr","WindSpeed","Temperature"
2017,10,1,"2017_10_01",0,"7.2","-0.5"
2017,10,1,"2017_10_01",1,"7.7","-0.6"
2017,10,1,"2017_10_01",10,"8.7","-0.5"
2017,10,1,"2017_10_01",11,"8.2","-0.2"
2017,10,1,"2017_10_01",12,"9.2","-0.3"
2017,10,1,"2017_10_01",13,"7.7","-0.1"
2017,10,1,"2017_10_01",14,"8.2","-0.2"
2017,10,1,"2017_10_01",15,"6.6","-0.1"
2017,10,1,"2017_10_01",16,"7.2","-0.1"
2017,10,1,"2017_10_01",17,"6.1","0"
2017,10,1,"2017_10_01",18,"5.6","-0.1"
2017,10,1,"2017_10_01",19,"5.6","-0.1"
2017,10,1,"2017_10_01",2,"9.2","-0.3"
2017,10,1,"2017_10_01",20,"4.6","0"
2017,10,1,"2017_10_01",21,"4.1","0"
2017,10,1,"2017_10_01",22,"4.1","0.1"
2017,10,1,"2017_10_01",23,"4.1","0.3"
2017,10,1,"2017_10_01",3,"8.7","-0.5"
2017,10,1,"2017_10_01",4,"8.7","-0.6"
2017,10,1,"2017_10_01",5,"8.7","-0.6"
2017,10,1,"2017_10_01",6,"9.7","-0.6"
2017,10,1,"2017_10_01",7,"10.2","-0.6"
2017,10,1,"2017_10_01",8,"9.2","-0.7"
2017,10,1,"2017_10_01",9,"9.2","-0.5"
2017,10,10,"2017_10_10",0,"3.6","2.2"
2017,10,10,"2017_10_10",1,"3.6","2.1"
2017,10,10,"2017_10_10",10,"6.1","-0.3"
2017,10,10,"2017_10_10",11,"6.6","0.3"
2017,10,10,"2017_10_10",12,"7.7","1.2"
2017,10,10,"2017_10_10",13,"4.6","4.9"
2017,10,10,"2017_10_10",14,"7.2","3.5"
2017,10,10,"2017_10_10",15,"5.1","3.1"
2017,10,10,"2017_10_10",16,"6.1","4.5"
2017,10,10,"2017_10_10",17,"4.1","4.8"
2017,10,10,"2017_10_10",18,"5.1","5.1"
2017,10,10,"2017_10_10",19,"6.6","5.1"
2017,10,10,"2017_10_10",2,"4.6","1.7"
2017,10,10,"2017_10_10",20,"4.6","5.2"
2017,10,10,"2017_10_10",21,"3.6","4"
2017,10,10,"2017_10_10",22,"3.6","3.8"
2017,10,10,"2017_10_10",23,"6.6","3.5"
2017,10,10,"2017_10_10",3,"2.5","0.6"
2017,10,10,"2017_10_10",4,"3.6","0.4"
2017,10,10,"2017_10_10",5,"3.6","0.2"
2017,10,10,"2017_10_10",6,"3","0"
2017,10,10,"2017_10_10",7,"2","-0.2"
2017,10,10,"2017_10_10",8,"2.5","-0.3"
2017,10,10,"2017_10_10",9,"5.1","-0.3"
2017,10,11,"2017_10_11",0,"4.1","2.1"
2017,10,11,"2017_10_11",1,"3.6","1.7"
2017,10,11,"2017_10_11",10,"7.7","0.5"
2017,10,11,"2017_10_11",11,"7.2","0.8"
2017,10,11,"2017_10_11",12,"8.7","-0.1"
2017,10,11,"2017_10_11",13,"7.7","0"
2017,10,11,"2017_10_11",14,"9.7","-0.7"
2017,10,11,"2017_10_11",15,"9.7","-1.4"
2017,10,11,"2017_10_11",16,"8.2","-1.7"
2017,10,11,"2017_10_11",17,"8.2","-1.5"
2017,10,11,"2017_10_11",18,"9.7","-1.5"
2017,10,11,"2017_10_11",19,"8.7","-2.3"
2017,10,11,"2017_10_11",2,"5.6","1.1"
2017,10,11,"2017_10_11",20,"8.7","-1.8"
2017,10,11,"2017_10_11",21,"9.7","-2"
2017,10,11,"2017_10_11",22,"10.2","-1.4"
2017,10,11,"2017_10_11",23,"9.2","-1.3"
2017,10,11,"2017_10_11",3,"7.2","1.1"
2017,10,11,"2017_10_11",4,"8.7","1.3"
2017,10,11,"2017_10_11",5,"11.8","1.3"
2017,10,11,"2017_10_11",6,"9.7","1.3"
2017,10,11,"2017_10_11",7,"8.7","1.3"
2017,10,11,"2017_10_11",8,"8.7","0.6"
2017,10,11,"2017_10_11",9,"8.7","0.6"
2017,10,12,"2017_10_12",0,"9.2","-0.9"
2017,10,12,"2017_10_12",1,"7.7","-1.3"
2017,10,12,"2017_10_12",10,"4.1","-1.3"
2017,10,12,"2017_10_12",11,"2.5","-0.7"
2017,10,12,"2017_10_12",12,"4.6","-0.7"
2017,10,12,"2017_10_12",13,"2","0.5"
2017,10,12,"2017_10_12",14,"6.6","1.3"
2017,10,12,"2017_10_12",15,"7.2","0.5"
2017,10,12,"2017_10_12",16,"8.2","1.1"
2017,10,12,"2017_10_12",17,"7.7","1.1"
2017,10,12,"2017_10_12",18,"7.2","0.1"
2017,10,12,"2017_10_12",19,"6.1","0.8"
2017,10,12,"2017_10_12",2,"8.2","-1.4"
2017,10,12,"2017_10_12",20,"9.2","0.2"
2017,10,12,"2017_10_12",21,"7.2","-0.2"
2017,10,12,"2017_10_12",22,"7.2","0"
2017,10,12,"2017_10_12",23,"3.6","0.3"
2017,10,12,"2017_10_12",3,"7.2","-1.8"
2017,10,12,"2017_10_12",4,"6.1","-0.8"
2017,10,12,"2017_10_12",5,"4.6","-1.1"
2017,10,12,"2017_10_12",6,"5.1","-1.1"
2017,10,12,"2017_10_12",7,"5.6","-0.8"
2017,10,12,"2017_10_12",8,"1.5","-1"
2017,10,12,"2017_10_12",9,"1","-1.3"
2017,10,13,"2017_10_13",0,"3.6","0"
2017,10,13,"2017_10_13",1,"4.1","-0.4"
2017,10,13,"2017_10_13",10,"5.1","-0.1"
2017,10,13,"2017_10_13",11,"7.2","0.3"
2017,10,13,"2017_10_13",12,"7.7","0.1"
2017,10,13,"2017_10_13",13,"6.6","0.5"
2017,10,13,"2017_10_13",14,"8.2","0.4"
2017,10,13,"2017_10_13",15,"7.2","0.1"
2017,10,13,"2017_10_13",16,"8.2","0.2"
2017,10,13,"2017_10_13",17,"6.6","0.3"
2017,10,13,"2017_10_13",18,"6.1","0.2"
2017,10,13,"2017_10_13",19,"5.1","0.7"
2017,10,13,"2017_10_13",2,"2.5","0.6"
2017,10,13,"2017_10_13",20,"4.6","0.8"
2017,10,13,"2017_10_13",21,"5.1","0.8"
2017,10,13,"2017_10_13",22,"3.6","0.8"
2017,10,13,"2017_10_13",23,"1.5","0.8"
2017,10,13,"2017_10_13",3,"1.5","0.9"
2017,10,13,"2017_10_13",4,"1.5","0.7"
2017,10,13,"2017_10_13",5,"1","0.4"
2017,10,13,"2017_10_13",6,"1","0.5"
2017,10,13,"2017_10_13",7,"0.5","0.8"
2017,10,13,"2017_10_13",8,"3","1.2"
2017,10,13,"2017_10_13",9,"3.6","0.5"
2017,10,14,"2017_10_14",0,"1.5","1.1"
2017,10,14,"2017_10_14",1,"2","1.3"
2017,10,14,"2017_10_14",10,"10.2","3"
2017,10,14,"2017_10_14",11,"10.8","3"
2017,10,14,"2017_10_14",12,"12.3","2.9"
2017,10,14,"2017_10_14",13,"13.8","3.1"
2017,10,14,"2017_10_14",14,"15.4","3"
2017,10,14,"2017_10_14",15,"14.4","3.1"
2017,10,14,"2017_10_14",16,"6.1","3.3"
2017,10,14,"2017_10_14",17,"4.6","3.2"
2017,10,14,"2017_10_14",18,"3","2.8"
2017,10,14,"2017_10_14",19,"3.6","2.7"
2017,10,14,"2017_10_14",2,"2.5","1.5"
2017,10,14,"2017_10_14",20,"3.6","2.7"
2017,10,14,"2017_10_14",21,"6.6","2.1"
2017,10,14,"2017_10_14",22,"5.1","1.9"
2017,10,14,"2017_10_14",23,"3","1.8"
2017,10,14,"2017_10_14",3,"2.5","1.4"
2017,10,14,"2017_10_14",4,"3","1.3"
2017,10,14,"2017_10_14",5,"8.7","1.6"
2017,10,14,"2017_10_14",6,"7.7","1.8"
2017,10,14,"2017_10_14",7,"6.1","1.8"
2017,10,14,"2017_10_14",8,"7.2","2.2"
2017,10,14,"2017_10_14",9,"8.2","2.4"
2017,10,15,"2017_10_15",0,"3.6","1.7"
2017,10,15,"2017_10_15",1,"2.5","1.8"
2017,10,15,"2017_10_15",10,"6.1","0.4"
2017,10,15,"2017_10_15",11,"5.1","0.3"
2017,10,15,"2017_10_15",12,"9.7","-1.1"
2017,10,15,"2017_10_15",13,"8.2","0.1"
2017,10,15,"2017_10_15",14,"9.7","0.8"
2017,10,15,"2017_10_15",15,"7.2","0.1"
2017,10,15,"2017_10_15",16,"5.6","-0.2"
2017,10,15,"2017_10_15",17,"2.5","1.1"
2017,10,15,"2017_10_15",18,"3.6","1.6"
2017,10,15,"2017_10_15",19,"3.6","1.1"
2017,10,15,"2017_10_15",2,"1.5","1.4"
2017,10,15,"2017_10_15",20,"7.7","-1.1"
2017,10,15,"2017_10_15",21,"6.1","-0.5"
2017,10,15,"2017_10_15",22,"7.7","0.4"
2017,10,15,"2017_10_15",23,"4.6","0.9"
2017,10,15,"2017_10_15",3,"1","1.4"
2017,10,15,"2017_10_15",4,"1.5","1"
2017,10,15,"2017_10_15",5,"1.5","0.5"
2017,10,15,"2017_10_15",6,"3.6","0.8"
2017,10,15,"2017_10_15",7,"4.1","0.9"
2017,10,15,"2017_10_15",8,"4.1","-1"
2017,10,15,"2017_10_15",9,"6.6","-0.1"
2017,10,16,"2017_10_16",0,"7.2","0.4"
2017,10,16,"2017_10_16",1,"10.2","1.6"
2017,10,16,"2017_10_16",10,"6.6","1.7"
2017,10,16,"2017_10_16",11,"7.2","1.3"
2017,10,16,"2017_10_16",12,"7.7","1.2"
2017,10,16,"2017_10_16",13,"8.2","1.2"
2017,10,16,"2017_10_16",14,"7.2","1.1"
2017,10,16,"2017_10_16",15,"6.1","1.1"
2017,10,16,"2017_10_16",16,"7.2","1"
2017,10,16,"2017_10_16",17,"6.6","1.1"
2017,10,16,"2017_10_16",18,"4.6","1.3"
2017,10,16,"2017_10_16",19,"4.6","1.3"
2017,10,16,"2017_10_16",2,"6.6","2.1"
2017,10,16,"2017_10_16",20,"4.1","1.3"
2017,10,16,"2017_10_16",21,"4.6","1.2"
2017,10,16,"2017_10_16",22,"3","1.2"
2017,10,16,"2017_10_16",23,"3","1.4"
2017,10,16,"2017_10_16",3,"4.1","2.6"
2017,10,16,"2017_10_16",4,"5.6","3"
2017,10,16,"2017_10_16",5,"7.2","2.9"
2017,10,16,"2017_10_16",6,"6.6","3"
2017,10,16,"2017_10_16",7,"6.6","2.9"
2017,10,16,"2017_10_16",8,"7.2","2.9"
2017,10,16,"2017_10_16",9,"8.7","2.5"
2017,10,17,"2017_10_17",0,"1","1.6"
2017,10,17,"2017_10_17",1,"1.5","1.6"
2017,10,17,"2017_10_17",10,"4.6","3.1"
2017,10,17,"2017_10_17",11,"2.5","3.4"
2017,10,17,"2017_10_17",12,"1","3"
2017,10,17,"2017_10_17",13,"1","3"
2017,10,17,"2017_10_17",14,"2","2.7"
2017,10,17,"2017_10_17",15,"1.5","2.5"
2017,10,17,"2017_10_17",16,"1","2.5"
2017,10,17,"2017_10_17",17,"1.5","2.1"
2017,10,17,"2017_10_17",18,"0.5","2.5"
2017,10,17,"2017_10_17",19,"0.5","2"
2017,10,17,"2017_10_17",2,"1.5","1.8"
2017,10,17,"2017_10_17",20,"3","1.4"
2017,10,17,"2017_10_17",21,"5.1","1.2"
2017,10,17,"2017_10_17",22,"5.1","1.7"
2017,10,17,"2017_10_17",23,"4.1","2.5"
2017,10,17,"2017_10_17",3,"4.6","2.1"
2017,10,17,"2017_10_17",4,"4.1","2.1"
2017,10,17,"2017_10_17",5,"3.6","2.1"
2017,10,17,"2017_10_17",6,"7.2","1.6"
2017,10,17,"2017_10_17",7,"3.6","1"
2017,10,17,"2017_10_17",8,"4.1","1.4"
2017,10,17,"2017_10_17",9,"4.1","2.2"
2017,10,18,"2017_10_18",0,"4.6","2.5"
2017,10,18,"2017_10_18",1,"4.1","2.6"
2017,10,18,"2017_10_18",10,"3.6","3.7"
2017,10,18,"2017_10_18",11,"12.8","2.3"
2017,10,18,"2017_10_18",12,"10.2","2.3"
2017,10,18,"2017_10_18",13,"9.2","2.6"
2017,10,18,"2017_10_18",14,"10.8","2.9"
2017,10,18,"2017_10_18",15,"10.2","2.9"
2017,10,18,"2017_10_18",16,"11.8","2.8"
2017,10,18,"2017_10_18",17,"11.3","2.8"
2017,10,18,"2017_10_18",18,"10.8","2.7"
2017,10,18,"2017_10_18",19,"10.8","1.9"
2017,10,18,"2017_10_18",2,"5.1","2.5"
2017,10,18,"2017_10_18",20,"8.7","1.9"
2017,10,18,"2017_10_18",21,"3.6","1.7"
2017,10,18,"2017_10_18",22,"2.5","1.4"
2017,10,18,"2017_10_18",23,"2.5","1.5"
2017,10,18,"2017_10_18",3,"4.1","2.5"
2017,10,18,"2017_10_18",4,"3.6","2.4"
2017,10,18,"2017_10_18",5,"4.6","2.3"
2017,10,18,"2017_10_18",6,"2","2.2"
2017,10,18,"2017_10_18",7,"2","2.2"
2017,10,18,"2017_10_18",8,"2.5","2.3"
2017,10,18,"2017_10_18",9,"3","2.6"
2017,10,19,"2017_10_19",0,"3.6","1.7"
2017,10,19,"2017_10_19",1,"3","2.2"
2017,10,19,"2017_10_19",10,"2","1.9"
2017,10,19,"2017_10_19",11,"4.1","2.1"
2017,10,19,"2017_10_19",12,"4.1","2.2"
2017,10,19,"2017_10_19",13,"5.1","2.8"
2017,10,19,"2017_10_19",14,"5.6","2.7"
2017,10,19,"2017_10_19",15,"5.1","2.3"
2017,10,19,"2017_10_19",16,"6.6","2.1"
2017,10,19,"2017_10_19",17,"5.1","2.1"
2017,10,19,"2017_10_19",18,"6.1","1.7"
2017,10,19,"2017_10_19",19,"6.1","1.5"
2017,10,19,"2017_10_19",20,"5.6","1.3"
2017,10,19,"2017_10_19",21,"6.6","0.9"
2017,10,19,"2017_10_19",22,"6.1","0.8"
2017,10,19,"2017_10_19",23,"6.1","0.7"
2017,10,19,"2017_10_19",3,"2","2.5"
2017,10,19,"2017_10_19",4,"3.6","2.1"
2017,10,19,"2017_10_19",5,"3.6","2.3"
2017,10,19,"2017_10_19",6,"4.1","2.5"
2017,10,19,"2017_10_19",7,"1.5","2.3"
2017,10,19,"2017_10_19",8,"1","2.3"
2017,10,19,"2017_10_19",9,"3.6","2.1"
2017,10,2,"2017_10_02",0,"3.6","0"
2017,10,2,"2017_10_02",1,"2.5","-0.2"
2017,10,2,"2017_10_02",10,"9.2","0"
2017,10,2,"2017_10_02",12,"8.2","2.1"
2017,10,2,"2017_10_02",13,"4.1","3.1"
2017,10,2,"2017_10_02",14,"5.6","3.8"
2017,10,2,"2017_10_02",15,"4.1","3.9"
2017,10,2,"2017_10_02",16,"5.6","3.8"
2017,10,2,"2017_10_02",17,"4.1","4"
2017,10,2,"2017_10_02",19,"4.1","3.4"
2017,10,2,"2017_10_02",2,"1","-0.5"
2017,10,2,"2017_10_02",20,"3.6","3.1"
2017,10,2,"2017_10_02",21,"4.6","3.2"
2017,10,2,"2017_10_02",22,"3","2.8"
2017,10,2,"2017_10_02",23,"3.6","2.8"
2017,10,2,"2017_10_02",3,"4.1","-0.6"
2017,10,2,"2017_10_02",4,"3.6","-0.4"
2017,10,2,"2017_10_02",5,"5.1","-0.2"
2017,10,2,"2017_10_02",6,"5.6","0"
2017,10,20,"2017_10_20",0,"6.1","0.6"
2017,10,20,"2017_10_20",1,"6.1","0.5"
2017,10,20,"2017_10_20",10,"4.6","0.6"
2017,10,20,"2017_10_20",11,"3.6","0.8"
2017,10,20,"2017_10_20",12,"3","1"
2017,10,20,"2017_10_20",13,"2","1.3"
2017,10,20,"2017_10_20",14,"3","1.9"
2017,10,20,"2017_10_20",15,"2","2.3"
2017,10,20,"2017_10_20",16,"1.5","2.4"
2017,10,20,"2017_10_20",17,"1.5","2.4"
2017,10,20,"2017_10_20",18,"1.5","1.4"
2017,10,20,"2017_10_20",19,"4.6","1.4"
2017,10,20,"2017_10_20",2,"5.1","0.6"
2017,10,20,"2017_10_20",20,"3.6","1"
2017,10,20,"2017_10_20",21,"3","0.9"
2017,10,20,"2017_10_20",22,"2","0.6"
2017,10,20,"2017_10_20",23,"3","0.7"
2017,10,20,"2017_10_20",3,"5.6","0.5"
2017,10,20,"2017_10_20",4,"6.1","0.4"
2017,10,20,"2017_10_20",5,"6.1","0.5"
2017,10,20,"2017_10_20",6,"5.6","0.6"
2017,10,20,"2017_10_20",7,"5.6","0.5"
2017,10,20,"2017_10_20",8,"3.6","-0.2"
2017,10,20,"2017_10_20",9,"4.6","0"
2017,10,21,"2017_10_21",0,"3.6","0.7"
2017,10,21,"2017_10_21",1,"4.6","0.9"
2017,10,21,"2017_10_21",10,"6.1","-1.2"
2017,10,21,"2017_10_21",11,"6.6","-1.5"
2017,10,21,"2017_10_21",12,"7.2","-1.6"
2017,10,21,"2017_10_21",13,"7.2","-1.9"
2017,10,21,"2017_10_21",14,"6.1","-1.5"
2017,10,21,"2017_10_21",15,"7.7","-1.5"
2017,10,21,"2017_10_21",16,"7.7","-1.4"
2017,10,21,"2017_10_21",17,"8.2","-1.2"
2017,10,21,"2017_10_21",18,"8.7","-1.3"
2017,10,21,"2017_10_21",19,"8.2","-1.3"
2017,10,21,"2017_10_21",2,"4.6","0.3"
2017,10,21,"2017_10_21",20,"8.2","-1.2"
2017,10,21,"2017_10_21",21,"8.7","-1.1"
2017,10,21,"2017_10_21",22,"5.6","-1.3"
2017,10,21,"2017_10_21",23,"8.7","-1.2"
2017,10,21,"2017_10_21",3,"4.6","0.1"
2017,10,21,"2017_10_21",4,"3.6","-0.2"
2017,10,21,"2017_10_21",5,"4.6","-0.3"
2017,10,21,"2017_10_21",6,"4.6","-0.4"
2017,10,21,"2017_10_21",7,"5.6","-0.8"
2017,10,21,"2017_10_21",8,"6.1","-1"
2017,10,21,"2017_10_21",9,"6.1","-1.3"
2017,10,22,"2017_10_22",0,"8.2","-1.3"
2017,10,22,"2017_10_22",1,"8.2","-1.1"
2017,10,22,"2017_10_22",10,"5.6","-0.2"
2017,10,22,"2017_10_22",11,"4.6","0.1"
2017,10,22,"2017_10_22",12,"5.1","0.5"
2017,10,22,"2017_10_22",13,"3","0.7"
2017,10,22,"2017_10_22",14,"4.1","1.2"
2017,10,22,"2017_10_22",15,"2.5","1.7"
2017,10,22,"2017_10_22",16,"4.6","1.8"
2017,10,22,"2017_10_22",17,"4.1","1.5"
2017,10,22,"2017_10_22",18,"3.6","1.5"
2017,10,22,"2017_10_22",19,"2","1.5"
2017,10,22,"2017_10_22",2,"6.1","-1.4"
2017,10,22,"2017_10_22",20,"2.5","1.5"
2017,10,22,"2017_10_22",21,"2","1.6"
2017,10,22,"2017_10_22",22,"1.5","1.6"
2017,10,22,"2017_10_22",23,"2.5","1.5"
2017,10,22,"2017_10_22",3,"5.6","-1.4"
2017,10,22,"2017_10_22",4,"6.6","-1.2"
2017,10,22,"2017_10_22",5,"7.2","-1.3"
2017,10,22,"2017_10_22",6,"6.1","-1.1"
2017,10,22,"2017_10_22",7,"6.1","-0.9"
2017,10,22,"2017_10_22",8,"5.6","-0.7"
2017,10,22,"2017_10_22",9,"5.1","-0.4"
2017,10,23,"2017_10_23",0,"2","1.5"
2017,10,23,"2017_10_23",1,"2","1.6"
2017,10,23,"2017_10_23",10,"1.5","2.1"
2017,10,23,"2017_10_23",11,"3","2.4"
2017,10,23,"2017_10_23",12,"5.1","2.8"
2017,10,23,"2017_10_23",13,"5.6","3"
2017,10,23,"2017_10_23",14,"3","3.2"
2017,10,23,"2017_10_23",15,"4.1","3.2"
2017,10,23,"2017_10_23",16,"4.6","3.5"
2017,10,23,"2017_10_23",17,"2.5","3.4"
2017,10,23,"2017_10_23",18,"2.5","3.3"
2017,10,23,"2017_10_23",19,"2.5","3.4"
2017,10,23,"2017_10_23",2,"2","1.6"
2017,10,23,"2017_10_23",20,"2","3.3"
2017,10,23,"2017_10_23",21,"2.5","3.2"
2017,10,23,"2017_10_23",22,"5.6","2.8"
2017,10,23,"2017_10_23",23,"4.1","3"
2017,10,23,"2017_10_23",3,"2","1.6"
2017,10,23,"2017_10_23",4,"1.5","1.6"
2017,10,23,"2017_10_23",5,"2","1.7"
2017,10,23,"2017_10_23",6,"2","1.7"
2017,10,23,"2017_10_23",7,"2","1.8"
2017,10,23,"2017_10_23",8,"2.5","1.8"
2017,10,23,"2017_10_23",9,"6.1","1.9"
2017,10,24,"2017_10_24",0,"6.1","2.9"
2017,10,24,"2017_10_24",1,"8.7","2.8"
2017,10,24,"2017_10_24",10,"5.6","3.2"
2017,10,24,"2017_10_24",11,"5.6","3.2"
2017,10,24,"2017_10_24",12,"5.1","3.4"
2017,10,24,"2017_10_24",13,"6.1","3.4"
2017,10,24,"2017_10_24",14,"5.6","3.5"
2017,10,24,"2017_10_24",15,"5.6","3.4"
2017,10,24,"2017_10_24",16,"5.1","3.3"
2017,10,24,"2017_10_24",17,"5.1","3.3"
2017,10,24,"2017_10_24",18,"4.1","3.3"
2017,10,24,"2017_10_24",19,"3","3.2"
2017,10,24,"2017_10_24",2,"9.2","2.9"
2017,10,24,"2017_10_24",20,"4.6","3.2"
2017,10,24,"2017_10_24",21,"3.6","3.2"
2017,10,24,"2017_10_24",22,"5.1","3.3"
2017,10,24,"2017_10_24",23,"4.1","3.2"
2017,10,24,"2017_10_24",3,"8.7","3"
2017,10,24,"2017_10_24",4,"8.2","3"
2017,10,24,"2017_10_24",5,"8.2","3.1"
2017,10,24,"2017_10_24",6,"8.2","3.1"
2017,10,24,"2017_10_24",7,"6.1","3"
2017,10,24,"2017_10_24",8,"5.1","3"
2017,10,24,"2017_10_24",9,"5.6","3.1"
2017,10,25,"2017_10_25",0,"5.1","3.4"
2017,10,25,"2017_10_25",1,"4.1","3.1"
2017,10,25,"2017_10_25",10,"5.6","2.7"
2017,10,25,"2017_10_25",11,"5.1","2.7"
2017,10,25,"2017_10_25",12,"4.6","2.7"
2017,10,25,"2017_10_25",13,"4.6","2.7"
2017,10,25,"2017_10_25",14,"5.1","2.7"
2017,10,25,"2017_10_25",15,"3.6","2.7"
2017,10,25,"2017_10_25",16,"3.6","2.7"
2017,10,25,"2017_10_25",18,"3","2.7"
2017,10,25,"2017_10_25",2,"7.2","3.5"
2017,10,25,"2017_10_25",3,"5.1","3.3"
2017,10,25,"2017_10_25",4,"4.1","3.3"
2017,10,25,"2017_10_25",5,"4.1","3.3"
2017,10,25,"2017_10_25",6,"3.6","3.1"
2017,10,25,"2017_10_25",7,"5.1","3.2"
2017,10,25,"2017_10_25",8,"5.1","3.2"
2017,10,25,"2017_10_25",9,"5.6","3"
2017,10,26,"2017_10_26",10,"3","3.3"
2017,10,26,"2017_10_26",11,"2","4.3"
2017,10,26,"2017_10_26",12,"2.5","3"
2017,10,26,"2017_10_26",13,"2.5","3.5"
2017,10,26,"2017_10_26",14,"3.6","3.6"
2017,10,26,"2017_10_26",15,"2.5","3.4"
2017,10,26,"2017_10_26",16,"4.6","3.4"
2017,10,26,"2017_10_26",17,"5.1","2.8"
2017,10,26,"2017_10_26",18,"4.1","2.4"
2017,10,26,"2017_10_26",19,"2.5","2.1"
2017,10,26,"2017_10_26",20,"2","1.8"
2017,10,26,"2017_10_26",21,"4.1","1.5"
2017,10,26,"2017_10_26",22,"2.5","1.2"
2017,10,26,"2017_10_26",23,"3","0.5"
2017,10,27,"2017_10_27",0,"3","0.6"
2017,10,27,"2017_10_27",1,"3.6","0.4"
2017,10,27,"2017_10_27",10,"8.7","0.4"
2017,10,27,"2017_10_27",11,"8.2","0.4"
2017,10,27,"2017_10_27",12,"8.2","0.8"
2017,10,27,"2017_10_27",13,"9.7","1"
2017,10,27,"2017_10_27",14,"10.2","1"
2017,10,27,"2017_10_27",15,"10.2","0.6"
2017,10,27,"2017_10_27",16,"8.2","0.4"
2017,10,27,"2017_10_27",17,"8.7","0.6"
2017,10,27,"2017_10_27",18,"8.2","0.6"
2017,10,27,"2017_10_27",19,"6.6","0.4"
2017,10,27,"2017_10_27",2,"4.6","0.7"
2017,10,27,"2017_10_27",20,"7.2","0.8"
2017,10,27,"2017_10_27",21,"6.6","1.3"
2017,10,27,"2017_10_27",22,"7.2","1.1"
2017,10,27,"2017_10_27",23,"4.6","1"
2017,10,27,"2017_10_27",3,"5.1","0.7"
2017,10,27,"2017_10_27",4,"5.1","0.5"
2017,10,27,"2017_10_27",5,"5.6","0.3"
2017,10,27,"2017_10_27",6,"5.1","0.3"
2017,10,27,"2017_10_27",7,"5.6","0.2"
2017,10,27,"2017_10_27",8,"7.2","0.2"
2017,10,27,"2017_10_27",9,"7.7","0.4"
2017,10,28,"2017_10_28",0,"4.1","1.1"
2017,10,28,"2017_10_28",1,"6.1","1"
2017,10,28,"2017_10_28",10,"7.2","0"
2017,10,28,"2017_10_28",11,"7.2","0.2"
2017,10,28,"2017_10_28",12,"7.2","0.1"
2017,10,28,"2017_10_28",13,"5.6","0.4"
2017,10,28,"2017_10_28",14,"6.1","0.6"
2017,10,28,"2017_10_28",15,"6.1","0.6"
2017,10,28,"2017_10_28",16,"7.2","0.5"
2017,10,28,"2017_10_28",17,"6.6","0.5"
2017,10,28,"2017_10_28",18,"6.1","0.6"
2017,10,28,"2017_10_28",19,"6.1","0.7"
2017,10,28,"2017_10_28",2,"6.1","0.6"
2017,10,28,"2017_10_28",20,"7.2","0.7"
2017,10,28,"2017_10_28",21,"6.1","0.5"
2017,10,28,"2017_10_28",22,"5.1","0.4"
2017,10,28,"2017_10_28",23,"6.1","0.4"
2017,10,28,"2017_10_28",3,"6.1","-0.3"
2017,10,28,"2017_10_28",4,"8.2","-0.9"
2017,10,28,"2017_10_28",5,"5.6","0"
2017,10,28,"2017_10_28",6,"6.1","-0.2"
2017,10,28,"2017_10_28",7,"7.2","-0.9"
2017,10,28,"2017_10_28",8,"6.1","-0.7"
2017,10,28,"2017_10_28",9,"6.6","-0.7"
2017,10,29,"2017_10_29",0,"5.6","-0.4"
2017,10,29,"2017_10_29",1,"5.1","-0.2"
2017,10,29,"2017_10_29",10,"6.6","-0.1"
2017,10,29,"2017_10_29",11,"6.6","-0.1"
2017,10,29,"2017_10_29",12,"7.2","0.1"
2017,10,29,"2017_10_29",13,"6.6","-0.3"
2017,10,29,"2017_10_29",14,"6.6","0.8"
2017,10,29,"2017_10_29",15,"6.6","1"
2017,10,29,"2017_10_29",16,"6.1","1"
2017,10,29,"2017_10_29",17,"5.6","1"
2017,10,29,"2017_10_29",18,"5.6","1.2"
2017,10,29,"2017_10_29",19,"6.1","1.2"
2017,10,29,"2017_10_29",2,"6.1","-0.1"
2017,10,29,"2017_10_29",20,"5.6","1"
2017,10,29,"2017_10_29",21,"4.6","0.6"
2017,10,29,"2017_10_29",22,"5.1","0.8"
2017,10,29,"2017_10_29",23,"4.1","1.1"
2017,10,29,"2017_10_29",3,"5.6","-0.1"
2017,10,29,"2017_10_29",4,"5.6","0.1"
2017,10,29,"2017_10_29",5,"7.7","0"
2017,10,29,"2017_10_29",6,"5.6","-0.4"
2017,10,29,"2017_10_29",7,"6.1","-0.3"
2017,10,29,"2017_10_29",8,"7.2","-0.3"
2017,10,29,"2017_10_29",9,"8.2","-0.2"
2017,10,3,"2017_10_03",0,"3.6","2.9"
2017,10,3,"2017_10_03",1,"3","3.2"
2017,10,3,"2017_10_03",10,"4.1","4.5"
2017,10,3,"2017_10_03",11,"4.1","5.1"
2017,10,3,"2017_10_03",12,"6.1","4.7"
2017,10,3,"2017_10_03",13,"5.6","4.3"
2017,10,3,"2017_10_03",14,"7.2","3"
2017,10,3,"2017_10_03",15,"8.2","3"
2017,10,3,"2017_10_03",16,"9.7","3.3"
2017,10,3,"2017_10_03",17,"10.8","4.5"
2017,10,3,"2017_10_03",18,"12.3","3.3"
2017,10,3,"2017_10_03",19,"7.7","3.2"
2017,10,3,"2017_10_03",2,"4.1","3.8"
2017,10,3,"2017_10_03",20,"6.1","3.8"
2017,10,3,"2017_10_03",21,"4.1","4.3"
